URL,product_name,product_summary
http://www.kao.com/jp/humming/hmg_finedeo_citrus_00.html,ハミングファイン DEO（デオ）EX スパークリングシトラスの香り ［本体］,"強い香りでごまかさない。強烈なオトコ臭（汗と皮脂が混ざったニオイ）まで徹底防臭！
防臭成分を2倍配合＆特許ドライ技術（ぬれ戻り防止）で、オトコ臭まで防いで1日中さわやかに。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●清潔感のあるスパークリングシトラスの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_european_01.html,ハミングファイン ヨーロピアンジャスミンソープの香り ［つめかえ用］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●心なごむヨーロピアンジャスミンソープの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_european_00.html,ハミングファイン ヨーロピアンジャスミンソープの香り ［本体］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●心なごむヨーロピアンジャスミンソープの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_rosegarden_01.html,ハミングファイン ローズガーデンの香り ［つめかえ用］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●華やかなローズガーデンの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_rosegarden_00.html,ハミングファイン ローズガーデンの香り ［本体］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●華やかなローズガーデンの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_refreshgreen_01.html,ハミングファイン リフレッシュグリーンの香り ［つめかえ用］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●さわやかなリフレッシュグリーンの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/humming/hmg_fine_refreshgreen_00.html,ハミングファイン リフレッシュグリーンの香り ［本体］,"汗をかいても1日中さわやか。瞬間デオドライ、24時間キープ。
新防臭成分配合＆特許ドライ技術（ぬれ戻り防止）で、汗をかいた瞬間から脱ぐまで、ニオイ・ベタつきを防ぎ続けます。
衣類ふんわりやわらか、瞬間吸汗。ニオイ菌増殖ゼロ。部屋干しもOKです。
●花粉の付着・洗たくじわ・静電気も防ぎます
●さわやかなリフレッシュグリーンの香りが、ほのかに続きます


【柔軟剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_clear_lemon_03.html,キュキュット クリア除菌 レモンの香り ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
レモンの香り。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/attack/atk_superclear_gel_01.html,アタック 抗菌EX スーパークリアジェル ［つめかえ用］,"干し幅1cmの密集干しでも生乾き臭を防ぐ、抗菌水洗浄技術採用。
衣料のニオイ菌の増殖を99％抑制。さらに汗臭、くつ下臭にも。
柔軟剤・衣料用漂白剤（酸素系）も使えます。
ドラム式洗たく機にも使えます。
●すすぎ1回でもOK！節水にはためすすぎで
●すっきりしたクリスタルグリーンの香り


【洗たく用洗剤（液体タイプ）】"
http://www.kao.com/jp/megrhythm/mrm_hoteyemask_shaki_00.html,めぐりズム 蒸気でホットアイマスク メントールin（爽快感） ［5枚入］,"蒸気で温めるアイマスク。仕事・勉強・ドライブの合間など、もうひとがんばりの前に。
つけると、心地よい蒸気が10分程度続いて気分がほぐれます。はずすと、メントールの心地よい刺激で気分爽快！
●どんな姿勢でも使いやすい耳かけつき
●開封するだけで温まるので、外出先でも便利
●フレッシュミントの香り
●いつも清潔な使いきりタイプ
●男女兼用サイズ
●快適温度約40℃／発熱時間約10分

目や目のまわりに、疾患、炎症、傷、腫れ、湿疹等の異常がある方、メントールの刺激に弱い方は使用しないでください。

＊特許取得済（蒸気が出るアイマスク）
【3629956号、5028149号】
＊医療機器ではありません"
http://www.kao.com/jp/megrhythm/mrm_hoteyemask_shaki_01.html,めぐりズム 蒸気でホットアイマスク メントールin（爽快感） ［14枚入］,"蒸気で温めるアイマスク。仕事・勉強・ドライブの合間など、もうひとがんばりの前に。
つけると、心地よい蒸気が10分程度続いて気分がほぐれます。はずすと、メントールの心地よい刺激で気分爽快！
●どんな姿勢でも使いやすい耳かけつき
●開封するだけで温まるので、外出先でも便利
●フレッシュミントの香り
●いつも清潔な使いきりタイプ
●男女兼用サイズ
●快適温度約40℃／発熱時間約10分

目や目のまわりに、疾患、炎症、傷、腫れ、湿疹等の異常がある方、メントールの刺激に弱い方は使用しないでください。

＊特許取得済（蒸気が出るアイマスク）
【3629956号、5028149号】
＊医療機器ではありません"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_clear_lemon_02.html,キュキュット クリア除菌 レモンの香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
レモンの香り。
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/healthya/hty_maltstyle_00.html,ヘルシアモルトスタイル ［350ml］,"茶カテキンを豊富に含んでおり、脂肪を消費しやすくするので、体脂肪が気になる方に適しています。特定保健用食品。日本人間ドック健診協会推薦。
フルーティーな香り。スッキリ、ほどよい苦みのノンアルコール飲料です。
ノンアルコール ALC. 0.00％。プリン体0。1本あたり39kcal。


この製品は20歳以上の方の飲用を想定して開発しました。

希望小売価格　180円（税別）"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_clear_lemon_01.html,キュキュット クリア除菌 レモンの香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
レモンの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_clear_lemon_00.html,キュキュット クリア除菌 レモンの香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
レモンの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_08.html,キュキュット クリア除菌 緑茶の香り ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
緑茶の香り。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_05.html,キュキュット クリア除菌 緑茶の香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
緑茶の香り。
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_03.html,キュキュット クリア除菌 緑茶の香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
緑茶の香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_02.html,キュキュット クリア除菌 緑茶の香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
緑茶の香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_07.html,キュキュット クリア除菌 ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
グレープフルーツの香り。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_04.html,キュキュット クリア除菌 ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
グレープフルーツの香り。
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_01.html,キュキュット クリア除菌 ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
グレープフルーツの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_06.html,キュキュット クリア除菌 ［ポンプ］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
ワンプッシュで使いやすいポンプタイプ。スッキリ置けるデザインです。
グレープフルーツの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_citrate_00.html,キュキュット クリア除菌 ［レギュラー］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
まっさら清潔な仕上がりに。
汚れ落ちを指先と音でキュッと実感。
1本で、スポンジ・まな板の除菌・除渋・除臭・くすみ落としの4つの効果。
本体（240ml）当りクエン酸10500mg配合。
グレープフルーツの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_vitaberry_02.html,キュキュット ビタミンベリーの香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ビタミンベリーの香り。
●半透明のボトルです
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_vitaberry_01.html,キュキュット ビタミンベリーの香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ビタミンベリーの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_vitaberry_00.html,キュキュット ビタミンベリーの香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ビタミンベリーの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_limemint_02.html,キュキュット ライムミントの香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ライムミントの香り。
●半透明のボトルです
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_limemint_01.html,キュキュット ライムミントの香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ライムミントの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_limemint_00.html,キュキュット ライムミントの香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ライムミントの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_13.html,キュキュット マスカットの香り ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
マスカットの香り。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_10.html,キュキュット マスカットの香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
マスカットの香り。
●半透明のボトルです
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_07.html,キュキュット マスカットの香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
マスカットの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_06.html,キュキュット マスカットの香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
マスカットの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_12.html,キュキュット ピンクグレープフルーツの香り ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ピンクグレープフルーツの香り。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_09.html,キュキュット ピンクグレープフルーツの香り ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ピンクグレープフルーツの香り。
●半透明のボトルです
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_03.html,キュキュット ピンクグレープフルーツの香り ［つめかえ用 385ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ピンクグレープフルーツの香り。
●約2回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_02.html,キュキュット ピンクグレープフルーツの香り ［本体］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
ピンクグレープフルーツの香り。


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_14.html,キュキュット ［つめかえ用 1380ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
オレンジの香り。オレンジオイル配合（香料）。
●約7回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
http://www.kao.com/jp/kyukyutto/kyu_kyukyu_08.html,キュキュット ［つめかえ用 770ml］,"独自のハイブリッドウォッシュ処方で、濃密泡とすすぎの早さを両立。固まった油汚れまで細かく分解し、洗ってもヌルッと残っていた脂の膜まで一気にパッ！
汚れ落ちを指先と音でキュッと実感。
まな板とスポンジの除菌もできます。
オレンジの香り。オレンジオイル配合（香料）。
●半透明のボトルです
●約4回分のつめかえ用（1回分は本体内容量の約8分目です）


【食器用洗剤】"
